Gene	Tissue	Expression	z-Score	p-Value
GSK3B	Liver	32.9722813753	-0.20919482020513602	0.5828519220750276
GSK3B	Lung	28.2499586779	-0.3307948764908133	0.6296002844020954
GSK3B	Ovary	104.4552734722	1.6314959625822116	0.05139285553900663
GSK3B	Pancreas	61.230193106200005	0.5184478838576363	0.3020729065235864
GSK3B	Prostate	41.5163387849	0.010815104675144595	0.4956854815872934
GSK3B	Testis	121.74883729579999	2.076806134944536	0.018909727883963168
PDPK1	Adrenal_Gland	8.356033892100001	-0.1792400358270047	0.5711253856613108
PDPK1	Bladder	11.176875293400002	0.10406305805019263	0.458559653524628
PDPK1	Brain_Frontal_Cortex_BA9	42.521468154	3.252067100261386	0.0005728448567271505
PDPK1	Brain_Spinal_cord_cervical_c-1	12.775014665299999	0.26456758988866247	0.3956712950873824
PDPK1	Colon_Sigmoid	5.9355108392	-0.4223383076304536	0.6636109496063037
PDPK1	Colon_Transverse	5.9355108392	-0.4223383076304536	0.6636109496063037
PDPK1	Esophagus_Gastroesophageal_Junction	0.0	-1.0184542692410739	0.8457689385158261
PDPK1	Esophagus_Mucosa	0.0	-1.0184542692410739	0.8457689385158261
PDPK1	Esophagus_Muscularis	0.0	-1.0184542692410739	0.8457689385158261
PDPK1	Heart_Atrial_Appendage	11.9886108197	0.18558738122016694	0.42638417498891723
PDPK1	Heart_Left_Ventricle	11.9886108197	0.18558738122016694	0.42638417498891723
PDPK1	Kidney_Cortex	7.1144670315	-0.30393323293524266	0.6194106207606392
PDPK1	Liver	6.3666043588	-0.379042669741416	0.6476719110017549
PDPK1	Lung	6.4574871335	-0.36991511962789725	0.6442771322640503
PDPK1	Ovary	18.4246890835	0.8319763925733094	0.2027111349259323
PDPK1	Pancreas	7.14551119	-0.30081540215404	0.6182223685672421
PDPK1	Prostate	4.7461169658	-0.541791660809939	0.7060189815918407
PDPK1	Testis	21.600488171	1.150928640865784	0.12488079690997433
SGK1	Adrenal_Gland	19.4974124155	0.13159132066199794	0.44765377546602536
SGK1	Bladder	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Brain_Frontal_Cortex_BA9	20.265998360099996	0.1830883661958439	0.4273643419567925
SGK1	Brain_Spinal_cord_cervical_c-1	12.1905925537	-0.3579826011283062	0.6398218329101646
SGK1	Colon_Sigmoid	17.192760873999998	-0.022825691782903907	0.5091053428589531
SGK1	Colon_Transverse	17.192760873999998	-0.022825691782903907	0.5091053428589531
SGK1	Esophagus_Gastroesophageal_Junction	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Esophagus_Mucosa	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Esophagus_Muscularis	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Heart_Atrial_Appendage	37.08598556599999	1.3100666216617776	0.09508664944867795
SGK1	Heart_Left_Ventricle	37.08598556599999	1.3100666216617776	0.09508664944867795
SGK1	Kidney_Cortex	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Liver	36.9263052814	1.2993676712780533	0.09690889041135087
SGK1	Lung	0.0	-1.1747806498477324	0.8799587582167274
SGK1	Ovary	24.277173741699997	0.4518464442244526	0.32568980422386273
SGK1	Pancreas	40.756491591700005	1.5559990606632532	0.059854157867201274
SGK1	Prostate	23.964952295799996	0.4309268813191961	0.33326076847403374
SGK1	Testis	29.165339190999997	0.7793648961141549	0.2178823981457425
SGK3	Adrenal_Gland	19.4974124155	0.13159132066199794	0.44765377546602536
SGK3	Bladder	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Brain_Frontal_Cortex_BA9	20.265998360099996	0.18308836619584393	0.4273643419567925
SGK3	Brain_Spinal_cord_cervical_c-1	12.1905925537	-0.35798260112830627	0.6398218329101646
SGK3	Colon_Sigmoid	17.192760873999998	-0.022825691782903907	0.5091053428589531
SGK3	Colon_Transverse	17.192760873999998	-0.022825691782903907	0.5091053428589531
SGK3	Esophagus_Gastroesophageal_Junction	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Esophagus_Mucosa	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Esophagus_Muscularis	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Heart_Atrial_Appendage	37.08598556599999	1.3100666216617778	0.09508664944867784
SGK3	Heart_Left_Ventricle	37.08598556599999	1.3100666216617778	0.09508664944867784
SGK3	Kidney_Cortex	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Liver	36.92630528139999	1.2993676712780529	0.09690889041135098
SGK3	Lung	0.0	-1.1747806498477324	0.8799587582167274
SGK3	Ovary	24.2771737417	0.45184644422445286	0.3256898042238626
SGK3	Pancreas	40.7564915917	1.555999060663253	0.059854157867201274
SGK3	Prostate	23.964952295799996	0.43092688131919615	0.33326076847403363
SGK3	Testis	29.165339190999997	0.779364896114155	0.2178823981457424
SLC2A4	Adrenal_Gland	0.0	0.0	0.5
SLC2A4	Bladder	0.0	0.0	0.5
SLC2A4	Brain_Frontal_Cortex_BA9	0.0	0.0	0.5
SLC2A4	Brain_Spinal_cord_cervical_c-1	0.0	0.0	0.5
SLC2A4	Colon_Sigmoid	0.0	0.0	0.5
SLC2A4	Colon_Transverse	0.0	0.0	0.5
SLC2A4	Esophagus_Gastroesophageal_Junction	0.0	0.0	0.5
SLC2A4	Esophagus_Mucosa	0.0	0.0	0.5
SLC2A4	Esophagus_Muscularis	0.0	0.0	0.5
SLC2A4	Heart_Atrial_Appendage	0.0	0.0	0.5
SLC2A4	Heart_Left_Ventricle	0.0	0.0	0.5
SLC2A4	Kidney_Cortex	0.0	0.0	0.5
SLC2A4	Liver	0.0	0.0	0.5
SLC2A4	Lung	0.0	0.0	0.5
SLC2A4	Ovary	0.0	0.0	0.5
SLC2A4	Pancreas	0.0	0.0	0.5
SLC2A4	Prostate	0.0	0.0	0.5
SLC2A4	Testis	0.0	0.0	0.5
VAMP2	Adrenal_Gland	50.2380840509	-0.03338981001863674	0.5133181322197973
VAMP2	Bladder	37.2428179273	-0.2207422240026116	0.5873534238421515
VAMP2	Brain_Frontal_Cortex_BA9	324.4724423734	3.920239807135649	4.423044944512622e-05
VAMP2	Brain_Spinal_cord_cervical_c-1	69.06537988439999	0.23804282473063135	0.40592393967220763
VAMP2	Colon_Sigmoid	29.3805222135	-0.3340927369837361	0.630845209722033
VAMP2	Colon_Transverse	29.3805222135	-0.3340927369837361	0.630845209722033
VAMP2	Esophagus_Gastroesophageal_Junction	27.243415346	-0.3649033511535164	0.6424082236529122
VAMP2	Esophagus_Mucosa	27.243415346	-0.3649033511535164	0.6424082236529122
VAMP2	Esophagus_Muscularis	27.243415346	-0.3649033511535164	0.6424082236529122
VAMP2	Heart_Atrial_Appendage	21.478342436800002	-0.44801825746318596	0.6729299898909211
VAMP2	Heart_Left_Ventricle	21.478342436800002	-0.44801825746318596	0.6729299898909211
VAMP2	Kidney_Cortex	28.1414550605	-0.3519563359277562	0.6375644956128923
VAMP2	Liver	14.1660584135	-0.5534392661960331	0.710018671254934
VAMP2	Lung	45.7436350189	-0.09818616491158849	0.5391077659102405
VAMP2	Ovary	53.6597852184	0.01594076679030674	0.4936408234661218
VAMP2	Pancreas	52.927724544099995	0.005386667073659442	0.4978510411463063
VAMP2	Prostate	35.464001600399996	-0.2463873727597885	0.5973088099574748
VAMP2	Testis	51.4042760996	-0.016576849559437223	0.5066129033016371
